X,Y,osm_id,osm_type,completeness,is_in_health_zone,amenity,speciality,addr_street,operator,water_source,changeset_id,insurance,staff_doctors,contact_number,uuid,electricity,opening_hours,operational_status,source,is_in_health_area,hidden,changeset_version,emergency,changeset_timestamp,addr_housenumber,addr_postcode,health_amenity_type,addr_city,name,staff_nurses,changeset_user,wheelchair,beds,url,dispensing,healthcare,operator_type,notes
-79.283605343214,43.8211882176127,8749261913,node,24,,,"physiotherapist;chiropractic;massage_therapy;acupuncture",Brimley Road,,,108975941,,,,0127fa53d82a4e0ba185e29f9e5040cf,,,,,,0,3,,2021/08/01 14:19:10,3333,M1V2J7,,Scarborough,Body Works Physiotherapy Brimley Scarborough,,andrewpmk,,,,,physiotherapist,,
-106.662749910211,52.1262326917871,4761783032,node,30,,dentist,,3rd Avenue South,,,78582490,,,,3c8ad7f735ad4123881fa12692034c4f,,"Mo-Th 07:30-17:00; Fr 07:30-12:00",,openstreetcam,,0,4,,2019/12/18 12:49:53,222,S7K 1L9,,Saskatoon,Allied Denture Clinic,,Adam Martin,,,,,dentist,,
-77.1059638485013,45.8274733527883,6714026269,node,12,,clinic,,,,,83663971,,,,91bc040db34c47589616a7043fc920ca,,,,,,0,2,,2020/04/16 19:01:34,,,,,Ottawa Valley Health and Wellness Centre,,DannyMcD,,,,,clinic,,
-66.6430368752412,45.9627277657097,410785934,node,15,,pharmacy,,York Street,Guardian,,52719547,,,,978eff77ff6a42fa825c301da32bf903,,,,,,0,3,,2017/10/07 23:26:34,,,,,Ross Drug,,Humus015,,,,,,,
-79.3780988124597,43.7106391290191,7620456037,node,15,,dentist,,Eglinton Avenue East,,,87422656,,,,490c4bb2d05045d283f60677585dc6fb,,,,,,0,3,,2020/07/02 00:55:20,589,,,,Family Dental Centre Dr. J. Paul Phillips,,Richard Zeng,,,,,,,
-63.3485023402489,45.1400180691485,981864546,node,9,,doctors,,,,,46311426,,,,0d90b3cbb380472cb7c68ec96d2c3559,,,,CanVec 6.0 - NRCan,,0,2,,2017/02/22 15:58:31,,,,,,,timdine,,,,,,,
-75.7660676759005,45.3461906751735,6135912196,node,18,,dentist,,Centrepointe Drive,,,81059725,,,,80ba2b651e224ae0ac6b8fffbdb3a3c3,,,,,,0,2,,2020/02/16 01:19:42,80,,,,Dr. Tarta Mihaela,,DannyMcD,,,,,dentist,,
,,486670170,way,6,,clinic,,,,,47760659,,,,5096481be9584058a18d826036938357,,,,,,0,1,,2017/04/13 23:54:13,,,,,,,Gabriel Nadeau,,,,,,,
-122.319183382584,49.0497703831173,3261821461,node,12,,dentist,,,,,60014379,,,,fd6a60c77c444778812bc1841ce7bb94,,,,,,0,6,,2018/06/20 15:10:35,,,,,East West Dental Group,,Matthew Darwin,,,,,dentist,,
-79.7709391681869,43.5790833985112,3976328262,node,12,,dentist,,,,,68283281,,,,081bc13807e841bf909476065802f9f5,,,,,,0,3,,2019/03/19 06:58:35,,,,,Trelawny Dentral Centre,,b-jazz-bot,,,,,dentist,,
-122.320203460201,49.0514715741854,5859532386,node,18,,doctors,urology,,Dr George Vrabec,,62014949,,,,0f56baa35cd34e308149da72c39a118f,,,,,,0,1,,2018/08/26 19:59:16,,,,,Vrabec Urology,,lokejul,,,,,doctor,,
-82.4528429147979,42.8872675973833,7047901925,node,15,,pharmacy,,,,,78229572,,,,fad3ebf75fca498bb7d34cfaffffd377,,,,,,0,1,,2019/12/10 22:58:15,,,,,Shoppers Drug Mart,,DannyMcD,,,,yes,pharmacy,,
-79.5179178422112,43.5982051180399,6386821112,node,12,,pharmacy,,,,,72726346,,,,c548df9ce1854fe1b933ccabc25d7571,,,,,,0,2,,2019/07/27 22:35:41,,,,,Guardian,,DannyMcD,,,,,pharmacy,,
-80.2791731010849,43.1739412587723,7797025401,node,9,,dentist,,,,,89132883,,,,5c0a72e86aec4b488622d16eb5bfae81,,,,,,0,1,,2020/08/08 16:21:36,,,,,,,DannyMcD,,,,,dentist,,
-79.4550266625007,43.7170287376273,6548329632,node,12,,dentist,,,,,87425192,,,,79ef5b8998a648cb9a6059266ac72a55,,,,,,0,4,,2020/07/02 03:13:28,,,,,Dufferin Dental Clinic,,Richard Zeng,,,,,dentist,,
-79.3201598287821,43.6725296327743,2833168685,node,9,,dentist,,,,,22099278,,,,7c276df121ca4ead981408a768809334,,,,,,0,1,,2014/05/03 08:18:40,,,,,Dr. Edmund Lee,,Colin McGregor,,,,,,,
-73.7206685572037,45.5274615688794,5765927206,node,15,,pharmacy,,,,,60799425,,,,72c9b07113974376965233308f68e1bd,,,,,,0,1,,2018/07/17 12:37:06,,,,,Proxim,,Martin868,,,,yes,pharmacy,,
-82.6476132826599,46.3835242830916,1884714198,node,12,,,chiropractic,,,,61414995,,,,36a854de5e84446ea694cd8be3516415,,,,,,0,3,,2018/08/06 20:32:36,,,,,Lennon Chiropractor,,thetornado76,,,,,alternative,,
-79.2196950078966,43.8084613872911,5260313459,node,6,,clinic,,,,,89833426,,,,18c70b9bc1994a86b3abea7e13b5bdc5,,,,,,0,2,,2020/08/24 05:45:53,,,,,,,DeletedAccount,,,,,,,
-106.667220482088,52.1268843847589,4272085795,node,24,,pharmacy,,1st Avenue South,,,68124019,,,,44fc79b0db1f471facfba6dfe0e6fc08,,,,,,0,3,,2019/03/14 05:24:25,201,,,Saskatoon,Shoppers Drug Mart,,Timothy Smith,,,,yes,pharmacy,,
-75.702038317558,45.330489945606,6147949549,node,15,,,,Prince Of Wales Drive,,,65616888,,,,af1061b875814db18ecd68ec8d077fe1,,,,,,0,1,,2018/12/19 16:40:24,2200,,,,Fascial Connections,,DannyMcD,,,,,alternative,,
,,709355024,way,9,,,,,,,79024083,,,,945f20a8e73d4800829766abc6b264d5,,,,,,0,3,,2019/12/30 17:30:00,,,,,Health & Wellness Centre,,Melanie Chabot,,,,,clinic,,
-79.8141844241442,43.7240220947211,1918832363,node,12,,clinic,,,,,71621309,,,,41dfc242f8694c4697572e741624ff96,,,,,,0,3,,2019/06/26 04:34:40,,,,,Main Street Medical Centre Walk-In Clinic,,DannyMcD,,,,,clinic,,
-113.979326936693,50.7254990733913,6790571427,node,24,,,"physiotherapy;rehabilitation",Elizabeth Street,,,74647295,,,,59d407387ac645b487bee39a60115159,,,,,,0,2,,2019/09/18 22:46:21,49,T1S 1J8,,Okotoks,Momentum Physical Therapy & Sports Rehab,,Matthew Darwin,,,,,physiotherapist,,
,,157997517,way,15,,pharmacy,,,,,72077348,,,,d259850e666d42c6a713cd8bb432171b,,,,,,0,6,,2019/07/10 04:41:29,,,,,Rexall,,Mark4242,,,,yes,pharmacy,,
-79.4531536424175,43.7089103614896,6548584934,node,9,,,,,,,71268848,,,,28ee08f4180c4df6aeefd9882fc1e77d,,,,,,0,1,,2019/06/14 23:58:55,,,,,Traingle Physiotherapy,,DannyMcD,,,,,physiotherapist,,
-114.073526536413,50.9894183822352,4746050217,node,12,,clinic,,,,,72657309,,,,aabfe9320c0948aa87f754f4bfb0eff7,,,,,,0,2,,2019/07/25 17:58:31,,,,,Alberta Back and Neck & Sports Injuries Clinic,,Timothy Smith,,,,,clinic,,
-75.6924180720096,44.6084429666641,6759583519,node,15,,,,Parkedale Avenue,,,90331319,,,,61124fcbbedd47b9a88efa01bde72cc5,,,,,,0,2,,2020/09/03 03:42:00,2211,,,,Lifelabs,,DannyMcD,,,,,laboratory,,
-75.6977052088934,45.4149976345059,5756769159,node,18,,clinic,,Somerset Street West,,,84978558,,,,c6110f516c3043b1a2b733b1be165bbe,,,,,,0,2,,2020/05/10 16:37:47,401,,,,OATC,,DannyMcD,,,,,clinic,,
-105.545606418665,50.3844890541278,5261384660,node,12,,pharmacy,,,,,76516637,,,,b71f0b6db68a4cf18ba584a7b4a9cbd7,,,,,,0,2,,2019/11/01 23:06:00,,,,,Shoppers Drug Mart,,Timothy Smith,,,,,pharmacy,,
-80.2902095529935,43.5419728574866,9177482227,node,21,,dentist,,Speedvale Avenue West,,,112598008,,,,bb7bb0175fed4c1596cd37f418149429,,,,,,0,1,,2021/10/17 04:55:26,350,,,Guelph,Moose Lake Dental,,crosstato,,,,,dentist,,
-114.069703131281,50.9782178964815,4768738334,node,12,,clinic,,,,,73941335,,,,6e9809b8418f4bb4a3d251293da16525,,,,,,0,3,,2019/08/31 02:59:51,,,,,Heritage Plaza Chiropractic & Massage Therapy,,Timothy Smith,,,,,clinic,,
,,298909374,way,15,,hospital,,,,,24929896,,,,18f804863e544d818eff8f6cf5e4183e,,,,,,0,4,no,2014/08/22 13:35:01,,,,,QEII Hospital (VG site),,wheelmap_visitor,yes,,,,,,
-75.5262838057877,45.4707693932989,5931682459,node,15,,,,St. Joseph Boulevard,,,72727563,,,,a3f523d1e64f44258b5b4b7913b6d262,,,,,,0,2,,2019/07/28 00:49:50,2543,,,,Functional Medicine Ontario,,DannyMcD,,,,,alternative,,
-79.8605847122751,43.2185313910938,6641021581,node,12,,dentist,,,,,72565203,,,,e20d45d3c0524fad8611e4a1346a5063,,,,,,0,2,,2019/07/23 15:37:20,,,,,Lime Ridge Dental Office,,DannyMcD,,,,,dentist,,
-123.139408515407,49.2855263296601,1003363442,node,24,,pharmacy,,Davie Street,,,73653325,,,,119e4136748a4797b8afebbe9bd1c7ad,,"Mo-Sa 09:00-22:00; Su 10:00-22:00",,,,0,4,,2019/08/23 08:07:50,1650,,,Vancouver,London Drugs,,GoogleMapMaker,,,,,pharmacy,,
-71.067554636337,48.4278384482416,1108645413,node,6,,pharmacy,,,,,7006928,,,,9bae4f8f6b5f43819dd9014a8ec8f025,,,,,,0,1,,2011/01/18 05:14:53,,,,,,,Sebastien Duthil,,,,,,,
-79.4685863187216,46.3152010433914,5853520787,node,21,,dentist,orthodontics,Main Street West,,,79428909,,,,a9eacac902bf46d9b8c5f34e38f0b612,,,,,,0,3,,2020/01/10 17:24:39,495,,,,Blue Sky Orthodontics,,Adam Martin,,,,,dentist,,
-79.2303333194044,43.7964220406678,5158010727,node,9,,doctors,,,,,72471133,,,,b01da4db3e82497bb46e6cc6a7d877d6,,,,,,0,2,,2019/07/20 22:50:39,,,,,,,DannyMcD,,,,,doctor,,
-122.779795029688,49.1983538661033,1297907351,node,27,,clinic,,108 Avenue,Denning Health Group,,110485717,,,,c36d1915ce124aa4924ed2b1f6fced60,,"Mo,We 07:30-19:00; Tu,Th 07:30-21:00; Fr 07:30-15:00; Sa 09:00-15:00; Su 09:00-16:00",,,,0,7,no,2021/08/31 02:50:59,15966,,,,Fraser Heights Medical Clinic,,PolyDunami,,,,,clinic,,
,,120416492,way,24,,,chiropractic,Rue des Meurons St,,,89765610,,,,243fc6b456104c1ba0d580945abe907e,,,,,,0,2,,2020/08/21 22:01:45,579,R2H 2P6,,Winnipeg,Dr. Henri Marcoux Chiropractic,,zalf,,,,,alternative,,
-122.319524274587,49.0522951799913,3544270494,node,12,,dentist,,,,,70676370,,,,7bb2891284f84c2bb62ff86875ad4079,,,,,,0,6,,2019/05/27 22:29:25,,,,,Kafka Denture Clinic,,Timothy Smith,,,,,dentist,,
-79.6957867728761,43.5870969170402,3961854801,node,12,,clinic,,,,,67404259,,,,1c45285ddd944bb39b39f7d90b38c4c0,,"Mo-Th 09:00-20:00; Fr 09:00-17:00",,,,0,5,,2019/02/20 19:17:59,,,,,Streetsville Medical Clinic,,b-jazz-bot,,,,,,,
-80.2767469592113,43.5502140285058,9049547213,node,18,,doctors,,Dawson Road,,,110484931,,,,3ba26b1a58714978b08e35b2e943d73a,,,,,,0,1,,2021/08/31 01:52:56,83,,,Guelph,Dawson Road Family Medical Clinic,,crosstato,,,,,,,
-79.2302732211587,43.7963909438071,7734505036,node,15,,pharmacy,,,,,88306248,,,,fcb2725f8e43422ca4c621e324dad81a,,,,,,0,1,,2020/07/21 17:41:51,,,,,Guardian,,DannyMcD,,,,yes,pharmacy,,
-75.733336679284,45.2762151947197,6815493624,node,12,,,acupuncture,,,,74770550,,,,af43428431bc44e99c097d8a32c77378,,,,,,0,1,,2019/09/22 12:08:43,,,,,Barrhaven Chinese Acupuncture and Medicine Clinic,,DannyMcD,,,,,alternative,,
-79.4033563365685,43.665326225187,64684425,node,15,,pharmacy,,,,,72726274,,,,f71b175ba6b14afaa950bfe4b0d60063,,,,,,0,5,,2019/07/27 22:27:12,,,,,Pharmasave,,DannyMcD,,,,yes,pharmacy,,
-79.4176641614667,43.8759103944903,6589686169,node,12,,dentist,,,,,71907637,,,,15667c7665544dc0aed6d3bb0b3d2976,,,,,,0,1,,2019/07/04 18:28:20,,,,,Bayview Hill Dental Centre,,DannyMcD,,,,,dentist,,
-75.6710927501365,45.3832681914996,3936231949,node,18,,dentist,,Bank Street,,,81059725,,,,c17ce2c8bc5d4830af73ef8517942dfb,,,,,,0,4,,2020/02/16 01:19:42,1407,,,,Dental Centre,,DannyMcD,,,,,dentist,,
-71.802493904369,45.133434922396,8881528856,node,15,,pharmacy,,,,,107233716,,,,42831664a0b74ca48ed100544b864cb4,,,,,,0,1,,2021/07/01 02:01:31,,,,,Familiprix,,Martin868,,,,yes,pharmacy,,
-123.134349031013,49.1667116787091,4484592493,node,18,,clinic,,Cook Road,,,93883040,,,,ed15f6b8b83b411682f7971a3de22f6b,,,,,,0,2,,2020/11/10 20:37:14,8171,,,,Cook Road Medical Clinic,,3ngineer,,,,,clinic,,
-79.4124457561889,43.6556662494176,5720775122,node,24,,dentist,,College Street,,,111429095,,,,40b464d0e0314af29b6e5c7c0a6cb5be,,,,,,0,6,,2021/09/20 03:18:23,564,M6G 1B1,,Toronto,Archer Dental,,andrewpmk,,,,,dentist,,
-79.5125783184326,43.7404984856084,6538387675,node,9,,doctors,,,,,71120201,,,,446179995a7a42eb901adcac8c7ff565,,,,,,0,1,,2019/06/10 22:31:32,,,,,,,DannyMcD,,,,,doctor,,
-79.459488601017,43.6741303248234,6167011707,node,24,,pharmacy,,St. Clair Avenue West,,,85972127,,,,c7222874f4544770b882efa99d7e6ccb,,,,,,0,4,,2020/05/30 04:23:35,1705,,,Toronto,Green Medical Pharmacy,,DannyMcD,,,,yes,pharmacy,,
-79.4149643504545,44.0149911462104,3429467615,node,21,,dentist,,First Commerce Drive,,,29893005,,,,671f53fc8e384909a4d32e7d267e56cf,,,,,,0,1,,2015/03/31 22:22:41,115,L4G 0G2,,Aurora,Aurora Smile Centre,,Greying_Geezer,,,,,,,
-96.6922539648815,49.5299223419941,7057184485,node,12,,doctors,,,,,78822054,,,,dd5089bde6964427965d6063f2e1f051,,,,,,0,2,,2019/12/24 13:57:12,,,,,Steinbach orthodontist,,Rps333,,,,,doctor,,
,,767313197,way,9,,hospital,,,,,80151802,,,,99041fe342344b66b395badfba608ccc,,,,,,0,1,,2020/01/27 15:45:25,,,,,,,Arctic gnome,,,,,hospital,,
,,585487295,way,24,,dentist,,Yonge Street,,,66100956,,,,f84f5d7c91094063b37f6f75df12c566,,,,,,0,3,,2019/01/07 16:04:51,5201,M2N 5P7,,Toronto,Dental Office,,DannyMcD_imports,,,,,dentist,,
-79.6724120756771,43.5398958218802,2885590402,node,12,,clinic,,,,,74752101,,,,445a62f84ca84fac90124f939e5b3c0d,,"Mo-We 09:30-18:00; Th 13:00-18:00; Fr 09:30-13:00; Sa 10:00-13:00",,,,0,2,,2019/09/21 15:18:56,,,,,Millway Medical Centre,,Matthew Darwin,,,,,,,
-72.7231183115942,45.410872480859,533898683,node,12,,hospital,,,,,77787322,,,,8285fe199365473f8176cf9e0227936e,,,,,,0,3,,2019/12/01 17:33:01,,,,,Hôpital de Granby,,gabd000,,,,,hospital,,
-124.999687016089,49.6923465264143,2535943206,node,12,,,chiropractic,,,,82171371,,,,8c982df95a664994bfc4247a0830b807,,,,,,0,4,,2020/03/13 15:59:14,,,,,Dr. David Audia - Chiropractor,,thetornado76,,,,,alternative,,
-75.687437628963,44.5876735326095,6470938079,node,18,,pharmacy,,King Street West,,,82137366,,,,aa249356a41c448ab15ef3c290672dfa,,,,,,0,3,,2020/03/13 02:59:38,173,,,,Pharmasave,,DannyMcD,,,,,pharmacy,,
-122.268926329346,49.0393297168864,3636076769,node,18,,doctors,general,,,,74014499,,,,73e02042d3a3436ab06aa3e6cb267c81,,"Mo-Fr 09:00-20:00; Sa-Su,PH 09:00-17:00",,,,0,5,,2019/09/02 22:08:25,,,,,Abbotsford Village Medical Clinic,,Matthew Darwin,,,,,doctor,,
-78.1942515487253,43.9714105303071,6606246271,node,12,,,chiropractic,,,,72148281,,,,62a003b7c5a44481b62ac42bf5b2f664,,,,,,0,1,,2019/07/11 18:29:07,,,,,Singleton Chiropractic Centre,,DannyMcD,,,,,alternative,,
-79.6057539010423,43.7351462213369,6334482676,node,12,,clinic,,,,,68081955,,,,6f647063c10f47388baf758081282685,,,,,,0,1,,2019/03/12 23:49:21,,,,,Vector Health Clinic,,DannyMcD,,,,,clinic,,
,,987838873,way,15,,pharmacy,,,,,111841387,,,,02d4e726fab04096ba3b2ab08f939c25,,,,,,0,1,,2021/09/29 00:33:55,,,,,PharmaChoice,,maximumlink,,,,yes,pharmacy,,
,,95314242,way,12,,hospital,,,,,80803139,,,,a64f8c0044b54f42b97b274f82076eee,,,,NRCan-CanVec-7.0,,0,2,,2020/02/10 15:06:53,,,,,,,Adam Martin,,,,,hospital,,
-81.1707041738519,42.9913839943864,6984059587,node,9,,doctors,,,,,77180068,,,,6ece376984434fc38d46246e6341c48b,,,,,,0,1,,2019/11/17 04:25:24,,,,,,,DannyMcD,,,,,doctor,,
,,154350809,way,30,,pharmacy,,Wellington Street West,,,79825173,,,,873a85174c1a44419db7fe6b934b19a4,,,,City of Ottawa,,0,14,,2020/01/21 02:43:32,1190,K1Y 2Z5,,,Rexall,,zzptichka,limited,,,yes,pharmacy,,
-79.8770638691903,43.6323944819895,1840749955,node,9,,pharmacy,,,,,78723455,,,,d4fd61236ceb4e609ca5674d34fc5e2e,,,,,,0,7,,2019/12/21 23:20:41,,,,,Metro,,DannyMcD,,,,,,,
-52.7710746301441,47.5256863306873,1267768510,node,18,,doctors,,Topsail Road,,,70754283,,,,8f9f1d2d2554400597ba6e4e52a8c8c3,,,,,,0,2,,2019/05/30 03:57:45,650,,,,Medical West Clinic,,Timothy Smith,,,,,doctor,,
-122.295706509986,49.0446846633668,3151878837,node,21,,clinic,,Bevan Avenue,,,93958685,,,,cbe717308f3440f887eb8deb99ff41a9,,,,,,0,4,,2020/11/12 02:05:08,33498,V2S 5G6,,,LifeLabs,,lokejul,,,,,laboratory,,
,,139531763,way,21,,dentist,,Pinewood Road,,,67531330,,,,7cea39dc78b4441cb6225d4332352da7,,,,,,0,3,,2019/02/24 23:07:18,528,E1B 5J9,,Riverview,Dentist,,zzptichka,,,,,,,
-79.5024170210344,43.6012330805614,2296069349,node,18,,,,Lake Shore Boulevard West,,,76309461,,,,4c805204c88742e4bd956a76163a81c0,,,,,,0,7,,2019/10/28 17:39:05,2861,,,Toronto,The Healling Muse Apothecary,,Matthew Darwin,,,,,alternative,,
,,483466015,way,15,,hospital,,,,,90527403,,,,a6b56743c3e44b7882f08cc9bfaf21f6,,,,,,0,6,yes,2020/09/07 11:27:37,,,,,Hôpital Anna-Laberge,,ChaireMobiliteKaligrafy,,,,,hospital,,
-78.1940237285971,43.9769795505946,6296251282,node,18,,pharmacy,,Burnham Street,,,68198378,,,,a30be3d8beac41e6a756579b3fb6e461,,,,,,0,2,,2019/03/16 09:16:55,1060,K9A 5V9,,,The Medicine Shoppe Pharmacy,,b-jazz-bot,,,,,,,
-75.7132526334519,44.6081292320284,6391809287,node,18,,pharmacy,,Kensington Parkway,,,81984589,,,,e01774977bfd471db253ea19c5e25090,,,,,,0,3,,2020/03/09 22:33:07,1275,,,,Kensington Pharmacy,,DannyMcD,,,,,pharmacy,,
,,374556167,way,12,,pharmacy,,,,,74497030,,,,b388eafc83814be28ca7bcc2ad7e8903,,,,,,0,4,,2019/09/15 13:43:54,,,,,PJC Jean Coutu Martin Goyer,,Boff II,,,,,pharmacy,,
,,480672147,way,12,,pharmacy,,,,,69865764,,,,ec8d427d40df40e7ae91bdeb26d4c98a,,09:00-22:00,,,,0,2,,2019/05/04 05:31:45,,,,,Rexall,,HubMiner,,,,,,,
-79.2995082442861,43.6702569635478,6943390910,node,24,,doctors,,Queen Street East,,,79177167,,,,caeba788a80f4df6a4971cb915dbd0cb,,,,,,0,2,,2020/01/03 23:41:08,2010,M4L 1J3,,Toronto,Simple Cures Integrative Medicine Clinic,,andrewpmk,,,,,doctor,,
,,171701683,way,18,,clinic,,Metcalfe Street,,,71285827,,,,0b2fe1a4a1974f68bfb837d65da06d44,,,,City of Ottawa,,0,6,,2019/06/15 18:51:13,200,,,,Advanced Wellness Centre,,zzptichka,,,,,,,
,,659409447,way,12,,dentist,,,,,65899827,,,,4d73d9bb4901430783147cb01b399405,,,,,,0,1,,2018/12/30 22:41:52,,,,,Secord Dental,,Sir_Boops,,,,,dentist,,
-137.510185362073,60.750135240061,3796258133,node,18,,clinic,,Bates Street,,,34767617,,,,61589e96f09546e78032e341808767be,,,,,,0,1,,2015/10/20 23:55:33,3940,,,Haines Junction,Haines Junction Health Centre,,JamesBadger,,,,,,,
-79.8233453413987,43.735988937882,1913557874,node,9,,dentist,,,,,68279669,,,,8b14059d27744b49800f49c9363fc830,,,,,,0,4,,2019/03/19 03:40:42,,,,,Dr. Sonia Sharma Dentral Centre,,b-jazz-bot,,,,,,,
-80.2641671474714,43.158827597703,7132002070,node,24,,clinic,,Charing Cross Street,,,79583126,,,,26b94433162149d6ab7653b510141c83,,,,,,0,1,,2020/01/14 21:28:21,124,N3R 2J1,,Brantford,Charing Cross Medical Family Practice,,jingyang_liu,,,,,clinic,,
-74.0092702239606,45.7929471201502,4464140635,node,9,,clinic,,,,,43178793,,,,308e946e43454fd0accee20fd1d0cd0b,,,,,,0,1,,2016/10/25 22:52:06,,,,,Centre intégré de santé et de services sociaux des Laurentides,,Martin868,,,,,,,
-79.7649066286539,43.2298165340695,6635945549,node,15,,pharmacy,,,,,72494015,,,,20209b25021e4b40b04917c45c14f449,,,,,,0,1,,2019/07/21 23:11:50,,,,,Shoppers Drug Mart,,DannyMcD,,,,yes,pharmacy,,
-115.363585002392,51.08905741802,7817723370,node,12,,pharmacy,,,,,90878083,,,,64aa788e3e4c4ea3b847ef42213c77ee,,,,,,0,2,,2020/09/14 17:17:39,,,,,Rexall,,Rps333,,,,,pharmacy,,
-73.4937994396816,45.4106388772176,7449205565,node,15,,clinic,podiatry,,,,94805348,,,,3f172adadde74311b7c78e62642bea6d,,,,,,0,2,,2020/11/26 01:47:01,,,,,Infirmière Soins des pieds Cécile Lefrançois,,ChaireMobiliteKaligrafy,,,,,clinic,,
-75.7420938402626,45.4561308185015,3690845433,node,24,,dentist,orthodontics,Boulevard Saint-Joseph,,,73961507,,,,b95d96c53722490eb3ba5f22dd982362,,,,,,0,4,,2019/09/01 02:33:07,723,,,Gatineau,Dr. Andre Guay,,DannyMcD,,,,,dentist,,
-77.1058577336071,45.814218881662,7343418405,node,24,,pharmacy,,Deacon Street,,,82783258,,,,73208932ce664b0fb4ea471419188f91,,,,,,0,1,,2020/03/29 15:46:02,201,K8A 2J6,,Pembroke,Mulvihill Drug Mart,,DannyMcD,,,,,pharmacy,,
-122.844681353811,49.1871225349459,5735321444,node,21,,,,King George Boulevard,,,79359775,,,,bf2f7981294a462ab527ca694b1daf50,,"Mo-Fr 07:30-16:00; Sa 06:30-12:00",,,,0,4,,2020/01/08 23:48:18,10166,,,,Life Labs,,mapstuffs,yes,,,,laboratory,,
-74.0773526515826,45.4675126886398,4504565879,node,9,,pharmacy,,,,,43702767,,,,c8928a85a5504fcc8d46710c5af9a7a3,,,,,,0,1,,2016/11/16 15:35:08,,,,,Uniprix,,Martin868,,,,,,,
,,471920749,way,27,,pharmacy,,Hazeldean Road,,,66667919,,,,035a211340084664ba663f958498bf6d,,,,City of Ottawa,,0,4,,2019/01/27 01:57:09,5709,K2S 0P6,,,Shoppers Drug Mart,,DannyMcD,,,,yes,pharmacy,,
-79.5397979622554,43.63583718108,8911435993,node,12,,dentist,,,,,111429758,,,,f209de270b7949b186dac9a049546b49,,,,,,0,2,,2021/09/20 04:03:13,,,,,Eatonville Dental,,andrewpmk,,,,,dentist,,
,,483291604,way,24,,,acupuncture,Glenfern Avenue,,,73986331,,,,f6c4e68d7bf0421782d21f38f2a4caf0,,,,City of Ottawa,,0,6,,2019/09/02 04:26:44,2033,K1J 6G9,,,Acu Essence,,Undearius,,,,,alternative,,
-114.475583716689,51.1859530568962,5423573066,node,12,,dentist,dietologist,,,,56695151,,,,4f190b26b3e34dc7a3f4795d1cfeca3d,,,,,,0,4,,2018/02/26 16:15:15,,,,,Drs. Ziegenhagel & Associates,,Matthew Darwin,,,,,,,
-75.7553116824721,45.4497598177183,5298589078,node,9,,pharmacy,,,,,64584878,,,,881b5a0eb5314227a9ad30e68e535644,,,,,,0,2,,2018/11/16 22:39:33,,,,,Uniprix,,DannyMcD,,,,,,,
,,561351177,way,9,,,chiropractic,,,,56364297,,,,0169d1fac689487c838c3961c94dcef8,,,,,,0,1,,2018/02/14 20:01:27,,,,,,,winds777,,,,,alternative,,
-80.5532595746592,43.4531748914473,8019802046,node,9,,dentist,,,,,92672391,,,,ba50c64d66274abfbedac081a56e5363,,,,,,0,1,,2020/10/19 00:14:43,,,,,The Tooth Corner,,Andrew_WW,,,,,,,
-79.0860264510557,43.8364951653691,6597466063,node,12,,doctors,,,,,72032421,,,,6beb1356e73a4052830711d01e492e6b,,,,,,0,3,,2019/07/08 23:27:10,,,,,Durham Regional Sexual Health Clinic,,DannyMcD,,,,,doctor,,
-122.335639237809,49.0500618218907,3458511893,node,12,,doctors,,,,,40022941,,,,f09b04358fb443a9bd1f2795cfd2ed94,,,,,,0,3,,2016/06/14 18:01:46,,,,,Medical Clinic Family Physicians,,lokejul,,,,,doctor,,
,,537538729,way,24,,dentist,,Stittsville Main Street,,,81059725,,,,8d8f176639704ddc9d4504698075e1be,,"Mo,We 08:00-16:00; Tu,Th 11:00-20:00; Fr 08:00-13:00",,,,0,3,,2020/02/16 01:19:42,1250,K2S 1S9,,,Crossing Bridge Family Dentistry,,DannyMcD,,,,,dentist,,
-71.0608465154082,48.4025812594088,6587046363,node,15,,pharmacy,,,,,81295240,,,,d6a4af57e7134b598219c1c8ee439a54,,,,,,0,2,,2020/02/21 01:25:51,,,,,Jean Coutu,,Adam Martin,,,,yes,pharmacy,,
-123.003741964307,49.225164053956,4362317005,node,15,,clinic,,Beresford Street,,,61151985,,,,11807868292c4263bf25376f37944307,,,,,,0,3,,2018/07/28 21:23:42,4468,,,,J-Von Medical Centre,,Mark4242,,,,,,,
,,97933744,way,21,,pharmacy,,,Loblaw Companies Limited,,72726274,,,,f6d39348b62f467db62f86465f09c5da,,,,NRCan-CanVec-7.0,,0,8,,2019/07/27 22:27:12,,,,,Shoppers Drug Mart,,DannyMcD,,,,yes,pharmacy,,
,,531133556,way,18,,pharmacy,,Avenue de l'Église,,,63982961,,,,87ddfa584520458ca4cad1f1ec752fa8,,,,,,0,2,,2018/10/29 15:56:33,1,,,Saint-Antoine,Jean Coutu,,Matthew Darwin,,,,,,,
-79.612731248701,43.5846633990919,6475614463,node,18,,dentist,,Dundas Street East,,,70279184,,,,4a4c92e9a86b40a7844b5e962309ad86,,,,,,0,1,,2019/05/15 14:38:29,169,,,Mississauga,Karen Dental,,Jarek Piórkowski,,,,,,,
,,538876151,way,27,,dentist,,Stittsville Main Street,,,81059725,,,,e5ce609313d6456c8f24941638eb3898,,"Mo-Th 07:30-19:30, Fr 07:30-14:30; Sa ""by appointment""",,City of Ottawa,,0,2,,2020/02/16 01:19:42,1261,K2S 2E4,,,Villanova Dental Studio,,DannyMcD,,,,,dentist,,
